País,Ano,Quantidade (Kg),Valor (US$),Década,Ano_Quantidade,Continente
Estados Unidos,1986,8.665095821339733,9.129021850798594,1980,17208.88030118071,América do Norte
Estados Unidos,1987,9.712205974370661,9.796236361789152,1980,19298.153271074505,América do Norte
Estados Unidos,1988,8.71948076085107,8.97221007835365,1980,17334.327752571928,América do Norte
Estados Unidos,1989,9.575052927597383,10.885397471418095,1980,19044.780272991196,América do Norte
Estados Unidos,1990,10.236417809461043,11.867167451667259,1990,20370.471440827478,América do Norte
Estados Unidos,1991,10.15253274137299,11.037643932062444,1990,20213.692688073625,América do Norte
Estados Unidos,1992,9.7313341246578,10.704434770699056,1990,19384.817576318335,América do Norte
Estados Unidos,1993,11.263373767879715,12.08656812897545,1990,22447.903919384273,América do Norte
Estados Unidos,1994,11.448813519502984,12.268507392786494,1990,22828.93415788895,América do Norte
Estados Unidos,1995,11.865917635817276,12.656883898738547,1990,23672.505683455463,América do Norte
Estados Unidos,1996,12.527666894601191,13.026440409883957,1990,25005.223121623978,América do Norte
Estados Unidos,1997,13.144778276021343,13.93094862410528,1990,26250.122217214623,América do Norte
Estados Unidos,1998,12.851079450762183,13.693527087821828,1990,25676.456742622842,América do Norte
Estados Unidos,1999,13.421999712090962,13.807835177448176,1990,26830.577424469833,América do Norte
Estados Unidos,2000,12.963233991027003,13.709815541922987,2000,25926.467982054008,América do Norte
Estados Unidos,2001,12.83359004307617,13.851072663490282,2000,25680.013676195416,América do Norte
Estados Unidos,2002,11.847209595145904,12.788048013060871,2000,23718.113609482098,América do Norte
Estados Unidos,2003,12.062941032185348,13.014432895543864,2000,24162.070887467253,América do Norte
Estados Unidos,2004,11.283914735377971,12.450308188631231,2000,22612.965129697455,América do Norte
Estados Unidos,2005,10.878877036797489,12.409825404732452,2000,21812.148458778964,América do Norte
Estados Unidos,2006,11.023274076435644,12.781221454750671,2000,22112.6877973299,América do Norte
Estados Unidos,2007,11.281963932727951,12.719509856132651,2000,22642.901612985,América do Norte
Estados Unidos,2008,11.096758293528822,13.203633639017443,2000,22282.290653405875,América do Norte
Estados Unidos,2009,11.355031119697239,13.462864629488418,2000,22812.257519471754,América do Norte
Estados Unidos,2010,12.17960032519906,14.111846576771386,2010,24480.99665365011,América do Norte
Estados Unidos,2011,12.8207365269069,14.379062588721215,2010,25782.501155609778,América do Norte
Estados Unidos,2012,12.846161817615473,14.506620665098295,2010,25846.47757704233,América do Norte
Estados Unidos,2013,13.1594452664416,14.851213930300673,2010,26489.96332134694,América do Norte
Estados Unidos,2014,13.578235120266875,15.243841855263819,2010,27346.565532217486,América do Norte
Estados Unidos,2015,13.560788616412886,15.163260537167343,2010,27324.989062071963,América do Norte
Estados Unidos,2016,13.494507454956988,14.88870793991707,2010,27204.927029193288,América do Norte
Estados Unidos,2017,14.132033699420555,15.229089778653346,2010,28504.31197173126,América do Norte
Estados Unidos,2018,13.215226930292804,14.765151729679877,2010,26668.32794533088,América do Norte
Estados Unidos,2019,13.189780875308355,14.691325485387477,2010,26630.167587247568,América do Norte
Estados Unidos,2020,12.81198569702036,14.566565732469904,2020,25880.211107981126,América do Norte
Estados Unidos,2021,13.135093998083144,14.848570478392148,2020,26546.024970126036,América do Norte
Estados Unidos,2022,12.882104185609398,14.921833377275377,2020,26047.614663302204,América do Norte
Estados Unidos,2023,12.40605810627263,14.389713153530522,2020,25097.45554898953,América do Norte
França,1970,11.424585933646705,11.266206177127312,1970,22506.43428928401,Europa
França,1971,11.39318426335768,11.197927007512344,1970,22455.966183077988,Europa
França,1972,12.08214640396482,12.061058434106734,1970,23825.992708618625,Europa
França,1973,12.464818834186424,12.984576084125738,1970,24593.087559849813,Europa
França,1974,12.665347046911206,13.050171107582129,1970,25001.39507060272,Europa
França,1975,12.162888488299023,12.538059839366714,1970,24021.70476439057,Europa
França,1976,12.558889155276217,12.95677385610811,1970,24816.364970825805,Europa
França,1977,12.682412409014418,13.075238226330962,1970,25073.129332621505,Europa
França,1978,12.780698080154469,13.35838208700167,1970,25280.22080254554,Europa
França,1979,13.03543199721487,13.586103682924868,1970,25797.119922488226,Europa
França,1980,12.421341270847883,13.13890382683439,1980,24594.255716278807,Europa
França,1981,12.621699283309578,13.080349005618096,1980,25003.586280236275,Europa
França,1982,12.657078198741548,12.959263102487458,1980,25086.32898990575,Europa
França,1983,12.495037644679458,12.704205050161901,1980,24777.659649399364,Europa
França,1984,11.670681067818933,11.836145998629974,1980,23154.631238552764,Europa
França,1985,13.199578090066819,13.508328932284728,1980,26201.162508782636,Europa
França,1986,13.346181900873573,13.796077962197982,1980,26505.517255134917,Europa
França,1987,12.737438859524824,13.390628658115817,1980,25309.291013875823,Europa
França,1988,12.984419980472595,13.49330605147407,1980,25813.026921179517,Europa
França,1989,13.460692460447271,14.168259605647162,1980,26773.317303829623,Europa
França,1990,13.080417835274112,14.407224501004283,1990,26030.03149219548,Europa
França,1991,13.129317143831598,14.441612611807436,1990,26140.47043336871,Europa
França,1992,12.783859478353959,13.697005136450043,1990,25465.448080881084,Europa
França,1993,13.736817938511354,14.57267237245685,1990,27377.478151453128,Europa
França,1994,14.415014967820381,15.185499962798916,1990,28743.539845833842,Europa
França,1995,14.530014549607712,15.430185135104509,1990,28987.379026467384,Europa
França,1996,14.466746088044484,15.290304001391252,1990,28875.62519173679,Europa
Geórgia,2013,10.426765325491356,11.807108857964343,2010,20989.0786002141,Ásia
Geórgia,2018,9.007612005404566,9.9241231661362,2010,18177.361026906412,Ásia
Geórgia,2019,9.98732305844836,10.625270779632405,2010,20164.40525500724,Ásia
Geórgia,2020,9.917143878983614,10.667768644254274,2020,20032.630635546902,Ásia
Geórgia,2021,9.862092477169742,10.401288725179366,2020,19931.28889636005,Ásia
Geórgia,2022,9.434043766548907,10.202999376741486,2020,19075.63649596189,Ásia
Geórgia,2023,9.75115189123243,10.277977856344862,2020,19726.580275963206,Ásia
"Geórgia do Sul e Sandwich do Sul, Ilhas",2021,7.516977224604321,7.977968093128549,2020,15191.810970925331,América do Sul
"Geórgia do Sul e Sandwich do Sul, Ilhas",2022,7.489412083508719,7.936660155225426,2020,15143.59123285463,América do Sul
Grécia,2006,6.508769136971682,7.280008252884188,2000,13056.590888765195,Europa
Grécia,2007,9.804274767464536,11.834051984641365,2000,19677.179458301325,Europa
Grécia,2008,9.308827318690836,11.274922050748994,2000,18692.125255931198,Europa
Grécia,2009,10.868092144688834,12.155184532203585,2000,21833.99711867987,Europa
Grécia,2010,10.656082191739493,12.187715173493922,2010,21418.725205396382,Europa
Grécia,2011,11.31700789990961,12.934418036740084,2010,22758.502886718226,Europa
Grécia,2012,11.141383408306623,12.68604826381038,2010,22416.463417512925,Europa
Grécia,2013,9.491148875484791,11.172910961924604,2010,19105.682686350883,Europa
Grécia,2014,10.095965689539453,11.58241421348984,2010,20333.27489873246,Europa
Grécia,2015,10.927394254617141,12.15575781965456,2010,22018.69942305354,Europa
Grécia,2016,8.790116892892472,9.8329577863456,2010,17720.875656071225,Europa
Grécia,2017,10.615848952019878,11.845726685936945,2010,21412.167336224094,Europa
Grécia,2018,10.635903522016774,11.81440688693344,2010,21463.253307429848,Europa
Grécia,2019,9.964206287570834,11.168771801585168,2010,20117.732494605512,Europa
Grécia,2020,11.021608307592281,12.298164014151892,2020,22263.648781336407,Europa
Grécia,2021,9.519294579703503,10.919243456629559,2020,19238.49434558078,Europa
Grécia,2022,10.724170060195135,11.908447975528656,2020,21684.271861714562,Europa
Grécia,2023,10.73400250738888,11.903107716213876,2020,21714.887072447702,Europa
Hong Kong,2020,5.7430031878094825,7.9291264873067995,2020,11600.866439375155,Ásia
Hungria,2003,9.502412792729256,10.587846227062993,2000,19033.3328238367,Europa
Hungria,2004,9.30273722124215,10.199918739620157,2000,18642.68539136927,Europa
Hungria,2005,9.2927495082169,10.889602809977092,2000,18631.962763974883,Europa
Hungria,2006,9.262078567380597,10.906744660387382,2000,18579.729606165478,Europa
Hungria,2007,9.588845298501564,11.321195790299079,2000,19244.81251409264,Europa
Hungria,2008,9.679218367934409,11.407809363885171,2000,19435.870482812294,Europa
Hungria,2009,9.444067716830038,11.380844448612793,2000,18973.132043111545,Europa
Hungria,2010,9.628655892063167,11.988923591263632,2010,19353.598343046964,Europa
Hungria,2011,9.620726684403415,12.453873686866745,2010,19347.281362335267,Europa
Hungria,2012,9.250041738827735,12.036843014262523,2010,18611.0839785214,Europa
Hungria,2013,9.297618380083243,11.85081812088957,2010,18716.10579910757,Europa
Hungria,2014,9.838095333769076,11.649299064694805,2010,19813.92400221092,Europa
Hungria,2015,8.540519016719735,11.2210881045883,2010,17209.145818690264,Europa
Hungria,2016,9.025936648977904,10.981165573844905,2010,18196.288284339455,Europa
Hungria,2017,10.07802892201112,12.033824184330715,2010,20327.384335696428,Europa
Hungria,2018,10.075043029177243,11.638729578929011,2010,20331.436832879677,Europa
Hungria,2019,10.451377720438934,11.89478753335453,2010,21101.331617566208,Europa
Hungria,2020,8.566935283311052,10.136621037879685,2020,17305.209272288324,Europa
Hungria,2021,9.91219949313815,11.988022351531924,2020,20032.555175632202,Europa
Hungria,2022,10.284010850340083,11.983984786776428,2020,20794.269939387646,Europa
Hungria,2023,10.643184293749053,12.665021646911178,2020,21531.161826254334,Europa
Indonésia,2016,0.0,3.784189633918261,2010,0.0,Ásia
Indonésia,2018,3.6109179126442243,5.351858133476067,2010,7286.832347716045,Ásia
Indonésia,2019,5.556828061699537,7.289610521451167,2010,11219.235856571366,Ásia
Irlanda,2016,0.0,3.784189633918261,2010,0.0,Europa
Irlanda,2018,4.68213122712422,6.86171134048073,2010,9448.540816336676,Europa
Irlanda,2019,5.19295685089021,7.441906728051625,2010,10484.579881947335,Europa
Israel,2007,9.491828300264636,10.218261795359789,2000,19050.099398631126,Ásia
Israel,2008,9.070503426788383,10.625270779632405,2000,18213.570880991072,Ásia
Israel,2009,9.09661160664784,10.506025984225317,2000,18275.092717755513,Ásia
Israel,2010,9.666688690398917,11.443071508570338,2010,19430.044267701825,Ásia
Israel,2011,9.703999490820264,11.137169633218704,2010,19514.74297603955,Ásia
Israel,2012,9.040737587590003,10.770167783856948,2010,18189.964026231086,Ásia
Israel,2013,10.111436244467795,11.489103972844227,2010,20354.32116011367,Ásia
Israel,2014,8.953510763007166,10.605916523694313,2010,18032.37067669643,Ásia
Israel,2015,9.853719410302007,10.91960551966869,2010,19855.244611758546,Ásia
Israel,2016,9.437396260110308,10.698243218684171,2010,19025.79086038238,Ásia
Israel,2017,10.526829031352095,11.699106232089903,2010,21232.614156237178,Ásia
Israel,2018,10.605470581758473,12.111860862267442,2010,21401.8396339886,Ásia
Israel,2019,10.863565478378225,12.115069676361824,2010,21933.53870084564,Ásia
Israel,2020,10.551637367165338,12.320962611404129,2020,21314.307481673983,Ásia
Israel,2021,11.00678883069037,12.607305476843086,2020,22244.720226825237,Ásia
Israel,2022,9.882774510938587,11.320432352854777,2020,19982.970061117823,Ásia
Israel,2023,10.79493216003758,12.466149680897674,2020,21838.147759756026,Ásia
Itália,1970,10.981948152993384,10.385203573155552,1970,21634.437861396967,Europa
Itália,1971,11.593675614655337,10.939834290466713,1970,22851.13463648567,Europa
Itália,1972,11.864968699082318,11.48188877118477,1970,23397.718274590334,Europa
Itália,1973,12.463636947046513,12.135301407972953,1970,24590.75569652277,Europa
Itália,1974,12.630568841544468,12.535700081287157,1970,24932.74289320878,Europa
Itália,1975,12.431381850123564,12.407919013255137,1970,24551.97915399404,Europa
Itália,1976,12.626025629033252,12.530450611844433,1970,24949.026642969708,Europa
Itália,1977,12.761284464500115,12.763952642136813,1970,25229.059386316727,Europa
Itália,1978,12.431357901756243,12.499171271931608,1970,24589.22592967385,Europa
Itália,1979,12.91724391193437,13.240549887209625,1970,25563.22570171812,Europa
Itália,1980,12.288698168708411,12.555447004935191,1980,24331.622374042654,Europa
Itália,1981,12.09387212360748,12.313854726829819,1980,23957.96067686642,Europa
Itália,1982,12.558281129671206,12.683644438838279,1980,24890.513199008332,Europa
Itália,1983,12.49250643920608,12.63870210571024,1980,24772.640268945655,Europa
Itália,1984,11.792993625016324,11.857946768246915,1980,23397.299352032387,Europa
Itália,1985,12.700698762956403,12.861948811039651,1980,25210.88704446846,Europa
Itália,1986,12.971610252677971,13.307173501810368,1980,25761.61796181845,Europa
Itália,1987,12.634443404709922,13.055364231410937,1980,25104.639045158616,Europa
Itália,1988,12.924936304594755,13.463278586532416,1980,25694.773373534375,Europa
Itália,1989,13.528216410259958,14.10939808668415,1980,26907.622440007057,Europa
Itália,1990,13.117585983810669,14.06598830299001,1990,26103.99610778323,Europa
Itália,1991,13.246412959402939,14.101628157265882,1990,26373.60820217125,Europa
Itália,1992,13.200138901573895,14.083270240948673,1990,26294.6766919352,Europa
Itália,1993,14.103261378052881,14.692701561366206,1990,28107.799926459393,Europa
Itália,1994,14.825600874723081,15.436483683276126,1990,29562.248144197823,Europa
Japão,2019,5.0369526024136295,7.265429723253953,2010,10169.607304273119,Ásia
Japão,2023,4.465908118654584,8.13973227971767,2020,9034.532124038224,Ásia
Iugoslávia,1970,6.555356891810665,5.7899601708972535,1970,12914.05307686701,Europa
Iugoslávia,1971,6.46302945692067,5.929589143389895,1970,12738.63105959064,Europa
Iugoslávia,1972,7.509335266016592,7.037027614686276,1970,14808.409144584719,Europa
Iugoslávia,1973,7.132497551660044,6.70196036600254,1970,14072.417669425266,Europa
Iugoslávia,1974,7.83241092718792,7.498315870766981,1970,15461.179170268953,Europa
Iugoslávia,1975,8.98343977178426,8.542665987389269,1970,17742.293549273913,Europa
Iugoslávia,1976,7.650168700845001,7.534228326274089,1970,15116.733352869722,Europa
Iugoslávia,1977,7.475905969367397,7.359467638255621,1970,14779.866101439344,Europa
Iugoslávia,1978,7.475905969367397,7.396948602621014,1970,14787.342007408712,Europa
Iugoslávia,1979,7.650168700845001,7.62608275807238,1970,15139.683858972256,Europa
Iugoslávia,1982,7.208600337960199,7.409136443920128,1980,14287.445869837115,Europa
Iugoslávia,1985,9.563739957780994,9.360483030405902,1980,18984.023816195273,Europa
Iugoslávia,1987,9.788974165747367,9.574358290170174,1980,19450.69166734002,Europa
Iugoslávia,1988,9.911505324129712,9.781376414141157,1980,19704.072584369867,Europa
Iugoslávia,1989,9.746892220313054,9.860110212566559,1980,19386.568626202665,Europa
Iugoslávia,1990,10.56206916790876,10.694237736914808,1990,21018.517644138432,Europa
Iugoslávia,1991,10.152337836193743,10.36803884477013,1990,20213.30463186174,Europa
Iugoslávia,1992,10.150230436100662,10.372521962240313,1990,20219.259028712517,Europa
Iugoslávia,1993,9.053803514155955,9.259225769705994,1990,18044.23040371282,Europa
Iugoslávia,1994,10.162808729968926,10.491301994830229,1990,20264.640607558038,Europa
Iugoslávia,1995,10.855936620963561,11.307241110989326,1990,21657.593558822304,Europa
Líbano,2003,7.018401799069201,8.98894529119609,2000,14057.85880353561,Ásia
Líbano,2004,6.4967749901858625,7.910957382845589,2000,13019.537080332468,Ásia
Líbano,2005,7.266827347520591,9.455245415071905,2000,14569.988831778785,Ásia
Líbano,2006,8.541300266759471,9.269175157697076,2000,17133.8483351195,Ásia
Líbano,2007,8.820108644508608,10.137214897389983,2000,17701.958049528777,Ásia
Líbano,2008,9.237079669165805,10.759072409292887,2000,18548.055975684936,Ásia
Líbano,2009,8.577535420422398,10.462303020300782,2000,17232.268659628597,Ásia
Líbano,2010,9.664087578702395,11.722245915930957,2010,19424.816033191815,Ásia
Líbano,2011,9.78052864513568,11.834682824004908,2010,19668.643105367853,Ásia
Líbano,2012,8.666647144584575,10.77534561256631,2010,17437.294054904163,Ásia
Líbano,2013,8.793156870913819,11.235998679835268,2010,17700.624781149516,Ásia
Líbano,2014,10.770819105958742,12.506717832573662,2010,21692.429679400906,Ásia
Líbano,2015,8.776630098427717,10.93661865367406,2010,17684.90964833185,Ásia
Líbano,2016,9.274816391160547,11.175702946958312,2010,18698.02984457966,Ásia
Líbano,2017,9.45234493093131,11.445513486070972,2010,19065.379725688454,Ásia
Líbano,2018,9.89055427712423,11.91869052808739,2010,19959.138531236695,Ásia
Líbano,2019,9.991361057786367,12.02789648469744,2010,20172.557975670676,Ásia
Líbano,2020,9.42424134192346,10.734416455259145,2020,19036.96751068539,Ásia
Líbano,2021,10.093901279227419,11.275594242945168,2020,20399.774485318612,Ásia
Líbano,2022,10.313940202155331,12.114773909117533,2020,20854.78708875808,Ásia
Líbano,2023,9.570040734716603,11.576941974883646,2020,19360.192406331687,Ásia
Luxemburgo,2016,0.0,3.784189633918261,2010,0.0,Europa
Luxemburgo,2018,1.791759469228055,3.7612001156935624,2010,3615.770608902215,Europa
Macedônia,2014,5.53338948872752,6.210600077024653,2010,11144.246430297226,Europa
Macedônia,2019,7.188412736496954,6.774223886357614,2010,14513.405314987349,Europa
Macedônia,2023,9.050523670522297,9.751093661983862,2020,18309.20938546661,Europa
Marrocos,2012,6.111467339502679,8.256347772918016,2010,12296.27228707939,África
Marrocos,2015,7.470793774195062,9.621323560768252,2010,15053.649455003051,África
Marrocos,2019,7.719129840906732,9.73014555852275,2010,15584.923148790693,África
Marrocos,2020,7.6783263565068856,9.02725852623582,2020,15510.21924014391,África
Marrocos,2021,6.894670039433482,8.84779106484485,2020,13934.128149695067,África
Marrocos,2022,9.542015406113592,10.74716457989777,2020,19293.95515116168,África
Marrocos,2023,6.403574197934815,7.762170607138205,2020,12954.430602422131,África
México,2010,8.854379458771108,11.06137453266671,2010,17797.302712129927,América do Norte
México,2018,4.90527477843843,6.690842277418564,2010,9898.84450288875,América do Norte
México,2019,6.472346294500901,8.275885669474356,2010,13067.66716859732,América do Norte
México,2020,3.5263605246161616,5.204006687076795,2020,7123.248259724646,América do Norte
México,2021,1.6094379124341003,2.995732273553991,2020,3252.6740210293165,América do Norte
Moldávia,2020,8.671286726753637,9.101194924715385,2020,17515.999188042348,Europa
Moldávia,2021,10.165813354725493,11.104671471534129,2020,20545.108789900223,Europa
Moldávia,2022,10.554170766276814,11.160285227787263,2020,21340.533289411716,Europa
Montenegro,2019,7.43955930913332,8.601718146485926,2010,15020.470245140174,Europa
Montenegro,2023,10.843299479451629,11.840371372288757,2020,21935.994846930644,Europa
Noruega,2016,5.983936280687191,5.537334267018537,2010,12063.615541865376,Europa
Noruega,2017,1.791759469228055,3.332204510175204,2010,3613.978849432987,Europa
Nova Zelândia,2003,9.958922259424229,11.93872900451831,2000,19947.721285626732,Oceania
Nova Zelândia,2004,9.373733918884618,11.583141587979876,2000,18784.962773444775,Oceania
Nova Zelândia,2005,10.35111775280497,12.32137260089275,2000,20753.991094373967,Oceania
Nova Zelândia,2006,10.36803884477013,12.448971764209732,2000,20798.28592260888,Oceania
Nova Zelândia,2007,10.76259398788244,12.941505548837348,2000,21600.526133680058,Oceania
Nova Zelândia,2008,10.975225266531696,13.193056669023845,2000,22038.252335195648,Oceania
Nova Zelândia,2009,10.335497215866404,12.61899322574302,2000,20764.013906675606,Oceania
Nova Zelândia,2010,11.539411590206056,13.761100833602066,2010,23194.21729631417,Oceania
Nova Zelândia,2011,11.926325673397717,14.05284415270652,2010,23983.84092920281,Oceania
Nova Zelândia,2012,11.30973158896364,13.580238755850079,2010,22755.17995699484,Oceania
Nova Zelândia,2013,11.415632320390161,13.641778406384146,2010,22979.667860945396,Oceania
Nova Zelândia,2014,11.573568910138915,13.645355488395284,2010,23309.167785019774,Oceania
Nova Zelândia,2015,11.672839504686591,13.765008529390713,2010,23520.77160194348,Oceania
Nova Zelândia,2016,10.823331962609581,12.796719106204357,2010,21819.837236620915,Oceania
Nova Zelândia,2017,10.353926026287024,12.422847962615675,2010,20883.868795020928,Oceania
Nova Zelândia,2018,11.781845118921021,13.438915665561789,2010,23775.76344998262,Oceania
Nova Zelândia,2019,11.799456875664614,13.562978102475027,2010,23823.103431966854,Oceania
Nova Zelândia,2020,9.640368002912599,11.404939283043467,2020,19473.543365883448,Oceania
Nova Zelândia,2021,9.998615897627705,11.8317282260798,2020,20207.202729105593,Oceania
Nova Zelândia,2022,10.864101343046947,12.908174612047926,2020,21967.21291564093,Oceania
Nova Zelândia,2023,10.263467030483161,12.445636640411719,2020,20762.993802667435,Oceania
Países Baixos (Holanda),2016,0.0,3.784189633918261,2010,0.0,Europa
Países Baixos (Holanda),2018,5.648974238161206,9.073374516903025,2010,11399.630012609314,Europa
Países Baixos (Holanda),2019,6.453624998892692,8.575084669832014,2010,13029.868872764344,Europa
Países Baixos (Holanda),2020,7.734558844354756,10.042858113983936,2020,15623.808865596606,Europa
Países Baixos (Holanda),2023,2.302585092994046,5.872117789475416,2020,4658.129643126955,Europa
Panamá,2019,2.8903717578961645,4.574710978503383,2010,5835.660579192356,América do Norte
Peru,2010,3.5263605246161616,5.53338948872752,2010,7087.984654478485,América do Sul
Peru,2014,8.07153089355666,8.975503722070927,2010,16256.063219623114,América do Sul
Peru,2018,4.356708826689592,6.483107351457199,2010,8791.838412259596,América do Sul
Peru,2022,9.790430830243832,11.33958347095685,2020,19796.25113875303,América do Sul
Peru,2023,9.41548287218084,10.98296798888821,2020,19047.52185042184,América do Sul
Porto Rico,2007,9.658801110545443,9.601165503344832,2000,19385.213828864704,América do Norte
Porto Rico,2018,3.871201010907891,6.003887067106539,2010,7812.083640012124,América do Norte
Porto Rico,2019,3.091042453358316,4.7535901911063645,2010,6240.81471333044,América do Norte
Porto Rico,2020,4.007333185232471,6.994849985833071,2020,8094.813034169591,América do Norte
Porto Rico,2023,7.611842399580417,8.407824654360873,2020,15398.757174351183,América do Norte
Portugal,1970,13.574215765065615,13.183422728241819,1970,26741.20505717926,Europa
Portugal,1971,13.707157792210229,13.338749750323377,1970,27016.80800844636,Europa
Portugal,1972,14.316726960692527,14.019457426360923,1970,28232.585566485664,Europa
Portugal,1973,14.851651875528322,14.621378203188256,1970,29302.30915041738,Europa
Portugal,1974,14.62434480138568,14.466642845283118,1970,28868.456637935335,Europa
Portugal,1975,14.60032720806934,14.424423048423579,1970,28835.646235936947,Europa
Portugal,1976,14.64162447175863,14.442824512951788,1970,28931.849956195056,Europa
Portugal,1977,14.572844479044244,14.429400763748392,1970,28810.51353507047,Europa
Portugal,1978,14.831935813758221,14.810993543670902,1970,29337.56903961376,Europa
Portugal,1979,14.853580242285757,15.066400630827902,1970,29395.235299483513,Europa
Portugal,1980,14.286720958768221,14.579560185610594,1980,28287.707498361076,Europa
Portugal,1981,13.74713214051891,14.055551343534303,1980,27233.06877036796,Europa
Portugal,1982,13.887816335712206,14.045815604446922,1980,27525.651977381593,Europa
Portugal,1983,13.989175588245818,14.106963760757123,1980,27740.535191491457,Europa
Portugal,1984,13.193207600748023,13.183488579791755,1980,26175.32387988408,Europa
Portugal,1985,14.210924656818037,14.156897838799152,1980,28208.685443783805,Europa
Portugal,1986,14.63563086012523,14.630275191176436,1980,29066.362888208707,Europa
Portugal,1987,14.205587202007036,14.29177082357691,1980,28226.501770387982,Europa
Portugal,1988,14.190051745814477,14.449371533128796,1980,28209.82287067918,Europa
Portugal,1989,14.340471012665118,14.888783158066836,1980,28523.19684419092,Europa
Portugal,1990,14.168898204657152,14.842640450276937,1990,28196.107427267732,Europa
Portugal,1991,14.124361236103518,14.741957936040786,1990,28121.603221082103,Europa
Portugal,1992,13.849377542375848,14.398938292071565,1990,27587.960064412688,Europa
Portugal,1993,14.333380710668944,14.870977321470972,1990,28566.427756363206,Europa
Portugal,1994,14.75130897168169,15.313170741736078,1990,29414.11008953329,Europa
Reino Unido,2006,9.609787407758784,10.937899040810374,2000,19277.23353996412,Europa
Reino Unido,2007,8.86177531100083,11.123269727593826,2000,17785.583049178666,Europa
Reino Unido,2008,5.755742213586912,9.235813167949214,2000,11557.53036488252,Europa
Reino Unido,2009,9.233763886919771,10.885116485718418,2000,18550.63164882182,Europa
Reino Unido,2010,6.432940092739179,10.01202800682558,2010,12930.20958640575,Europa
Reino Unido,2011,5.602118820879701,8.70317470904168,2010,11265.860948789079,Europa
Reino Unido,2012,6.008813185442595,10.183653952946246,2010,12089.7321291105,Europa
Reino Unido,2013,4.852030263919617,7.933796874815411,2010,9767.136921270188,Europa
Reino Unido,2014,5.755742213586912,9.149634496858788,2010,11592.06481816404,Europa
Reino Unido,2015,4.51085950651685,7.210079628170788,2010,9089.381905631451,Europa
Reino Unido,2016,1.791759469228055,5.545177444479562,2010,3612.187089963759,Europa
Reino Unido,2017,2.833213344056216,6.9411900550683745,2010,5714.591314961388,Europa
Reino Unido,2018,8.325306029752582,10.840266950837599,2010,16800.46756804071,Europa
Reino Unido,2019,8.480529207044645,10.749870708994932,2010,17122.188469023138,Europa
Reino Unido,2020,7.8582541821860294,10.040463007563206,2020,15873.67344801578,Europa
Reino Unido,2021,7.060476365999801,9.143986871426161,2020,14269.222735685596,Europa
Reino Unido,2022,7.412160334945205,9.883080742758466,2020,14987.388197259204,Europa
Reino Unido,2023,7.500529485395295,10.396902486042325,2020,15173.571148954681,Europa
Republica Dominicana,2016,0.0,3.784189633918261,2010,0.0,América do Norte
Republica Dominicana,2018,1.0986122886681098,2.6390573296152584,2010,2216.9995985322457,América do Norte
Romênia,2012,10.426765325491356,11.35418761347323,2010,20978.65183488861,Europa
Romênia,2014,8.33423142973486,8.635864721133736,2010,16785.14209948601,Europa
Romênia,2015,8.691314551644853,8.97790377375038,2010,17512.99882156438,Europa
Romênia,2017,9.826066405567543,10.86189863570049,2010,19819.175940029734,Europa
Romênia,2018,9.526609901279876,9.179468708309095,2010,19224.69878078279,Europa
Romênia,2019,8.555836815008442,8.810907036099737,2010,17274.234529502046,Europa
Romênia,2020,10.329931067029484,11.160100244186243,2020,20866.46075539956,Europa
Romênia,2021,10.427357725022913,11.508545888610918,2020,21073.68996227131,Europa
Romênia,2022,10.773022050401837,11.509088111738974,2020,21783.050585912515,Europa
Romênia,2023,10.512600737486064,11.501217189838068,2020,21266.991291934308,Europa
Rússia,2016,0.0,3.784189633918261,2010,0.0,Europa
Rússia,2018,9.769041455983205,11.099846444456379,2010,19713.925658174107,Europa
Rússia,2021,10.379100420546374,11.080695348341909,2020,20976.161949924222,Europa
San Marino,2021,6.999422467507961,7.71333788887187,2020,14145.83280683359,Europa
Sérvia,2021,8.15248607578024,9.02437217426203,2020,16476.174359151864,Europa
Síria,2017,5.988961416889864,5.598421958998375,2010,12079.735177866854,Ásia
Síria,2019,6.464588303689961,6.016157159698354,2010,13052.003785150031,Ásia
Síria,2021,6.184148890937483,7.155396301896734,2020,12498.164908584653,Ásia
Síria,2022,6.9985096422506015,8.554103545436334,2020,14150.986496630716,Ásia
Suazilândia,2023,5.771441123130016,8.84922702143852,2020,11675.625392092023,África
Suíça,2003,7.550135342488429,8.167068178341237,2000,15122.921091004322,Europa
Suíça,2004,8.446556111816797,8.685753832960154,2000,16926.89844808086,Europa
Suíça,2005,8.253748343328501,9.151757414543885,2000,16548.765428373645,Europa
Suíça,2006,8.348301054933943,8.70267641154777,2000,16746.69191619749,Europa
Suíça,2008,7.085901464365611,8.586719254064848,2000,14228.490140446147,Europa
Suíça,2009,8.488999457045455,9.482654967296842,2000,17054.39990920432,Europa
Suíça,2010,7.81762544305337,8.988570876215118,2010,15713.427140537273,Europa
Suíça,2015,7.026426808699636,8.745921121024347,2010,14158.250019529767,Europa
Suíça,2016,1.9459101490553132,5.5053315359323625,2010,3922.9548604955116,Europa
Suíça,2017,4.9344739331306915,7.96346006663897,2010,9952.833923124605,Europa
Suíça,2018,6.327936783729195,8.942199454731238,2010,12769.776429565514,Europa
Suíça,2019,8.414274137408396,11.060683165303136,2010,16988.41948342755,Europa
Suíça,2020,6.601230118728877,8.674025985443025,2020,13334.48483983233,Europa
Suíça,2021,2.0794415416798357,5.062595033026967,2020,4202.551355734948,Europa
